label,preprocessed,EventTime,People,Organisation,Location
2071,Man runs amuck Negros Occidental vilage,78 days 11:30:39.518526000,set(),"{Occidental, Negros, Occidental, Negros}",set()
2072,Manchester United transfer news Alexis Sanchez apologises fans poor performances,78 days 11:30:30.518526000,"{Manchester, United, Alexis, Alexis, Sanchez, Sanchez}",set(),{Manchester}
2073,EU airports world worst,78 days 11:30:14.518526000,set(),{EU},{EU}
2074,Maximum price introduced international calls EU Euronews Answers,78 days 11:30:11.518526000,set(),{EU},{EU}
2075,Arsenal Alexandre Lacazette transfer plan stars Barcelona keen,78 days 11:30:08.518526000,"{Alexandre, Lacazette, Arsenal, Alexandre, Lacazette}","{Barcelona, Arsenal}",{Barcelona}
2076,Fortunes Scottish economy improve services fuels return growth,78 days 11:29:42.518526000,set(),set(),set()
2077,Apple New iPhones Reportedly Include Multiple Upgraded Camera Features,78 days 11:29:37.518526000,set(),"{Apple, Apple}",set()
2078,Apple revamps TV app ahead streaming service launch,78 days 11:29:25.518526000,set(),"{Apple, Apple}",set()
2079,Nigel Farage airwaves party barely gets look,78 days 11:29:18.518526000,"{Farage, Nigel, Brexit, Farage, Nigel}",set(),set()
2080,dark Nigel Farage populist pitch,78 days 11:29:11.518526000,"{Nigel, Nigel, Farage, Farage}",set(),set()
2081,Honda Fit Jazz Design Engines Know,78 days 11:28:58.518526000,set(),{Honda},set()
2082,Saudi Arabia says oil tankers targeted sabotage attack,78 days 11:28:24.518526000,"{Iran, UAE}",set(),"{Iran, Arabia, Saudi, UAE, UAE, Saudi, Arabia, Saudi, Arabia, UAE, Iran, Saudi}"
2083,Vampire Weekend Earn Album Father Bride,78 days 11:27:08.518526000,set(),set(),set()
2084,Rangers ace Jon Flanagan sent elbow Scott Brown says Neil McCann,78 days 11:26:59.518526000,"{Brown, Jon, McCann, Scott, Brown, Flanagan, Neil, Flanagan, Brown, Scott, Jon, Flanagan, Jon, Scott}",set(),set()
2085,Breaking Facebook hard impossible,78 days 11:26:48.518526000,set(),set(),set()
2086,video king given latest Facebook algorithm change,78 days 11:26:31.518526000,set(),set(),set()
2087,Facebook raises minimum wage contract workers,78 days 11:26:28.518526000,set(),set(),set()
2088,Facebook raises wages improves conditions contract content moderators,78 days 11:26:24.518526000,set(),set(),set()
2089,Facebook plans pay boost content moderators,78 days 11:26:20.518526000,set(),set(),set()
2090,PNP arrests suspected vote buyers sellers nationwide,78 days 11:26:17.518526000,set(),set(),set()
2091,Filling Pieces New Multicolored Sneaker Summer,78 days 11:25:51.518526000,set(),set(),set()
2092,flattering swimwear trends try summer,78 days 11:25:33.518526000,set(),set(),set()
2093,Transfer window dates summer transfer window open,78 days 11:25:16.518526000,set(),set(),set()
2094,Senate opposition,78 days 11:25:15.518526000,set(),{Senate},set()
2095,Man Utd fans calling Ole Gunnar Solskjaer SACKED Cardiff defeat,78 days 11:24:28.518526000,"{Solskjaer, Ole, Gunnar, Solskjaer, Ole, Gunnar, Glazers, Utd, Solskjaer, Gunnar}","{Utd, Cardiff, Cardiff, Utd}",{Cardiff}
2096,Man Utd boss Ole Gunnar Solskjaer TAUNTED Cardiff fans Sacked morning,78 days 11:24:23.518526000,set(),"{Solskjaer, Ole, Gunnar, Utd}","{Cardiff, Cardiff}"
2097,Ole Gunnar Solskjaer reveals Man Utd targets season Cardiff defeat,78 days 11:24:16.518526000,"{Solskjaer, Ole, Gunnar}","{Cardiff, Solskjaer, Ole, Gunnar}","{Utd, Cardiff}"
2098,Man Utd news Ole Gunnar Solskjaer makes WORRYING Liverpool Man City admission,78 days 11:23:49.518526000,"{Gunnar, Ole, Solskjaer, Solskjaer, Gunnar, Ole}",set(),set()
2099,Ole Gunnar Solskjaer names Man Utd youngster pre season plans,78 days 11:23:43.518526000,"{Solskjaer, Gunnar, Utd, Ole}","{Utd, Solskjaer, Gunnar, Ole, Cardiff}",set()
2100,Australia best places work,78 days 11:23:13.518526000,set(),set(),{Australia}
2101,Australia election campaign cash splash,78 days 11:23:13.518526000,set(),set(),{Australia}
2102,Australia election charts,78 days 11:23:05.518526000,set(),set(),{Australia}
2103,Homicide unit investigating suspicious death northwest Calgary,78 days 11:22:30.518526000,set(),set(),"{Calgary, Calgary}"
2104,Trial begins Calgary policeman charged assaulting theft suspect,78 days 11:22:26.518526000,set(),"{Calgary, Calgary, Calgary, Calgary, Calgary}",set()
2105,Calgary recognized excellence emergency dispatches,78 days 11:22:23.518526000,set(),set(),"{Calgary, Calgary}"
2106,Clue proud dad Prince Harry taken new photo Meghan Markle Baby Archie,78 days 11:22:08.518526000,"{Meghan, Harry, Baby, Harry, Archie, Archie, Meghan, Markle, Markle, Prince}",set(),set()
2107,Meghan Prince Harry shield Archie public eye private citizen,78 days 11:21:58.518526000,"{Harry, Meghan, Harry, Meghan, Archie, Harry, Markle, Prince, Archie}",set(),set()
2108,Sri Lanka anti Muslim riots kill despite curfew,78 days 11:21:58.518526000,set(),"{Lanka, Sri}","{Lanka, Lanka, Sri, Sri, Sri, Lanka, Lanka, Sri, Sri, Lanka, Lanka, Sri, Muslims}"
2109,Sri Lanka blocks social media platforms Muslim shops mosques attacked,78 days 11:21:41.518526000,set(),set(),"{Lanka, Sri, Lanka, Lanka, Sri, Sri}"
2110,week ahead,78 days 11:21:40.518526000,set(),set(),set()
2111,new trains extra seats added rail network week,78 days 11:21:31.518526000,set(),set(),set()
2112,Parents week old baby convicted causing allowing death,78 days 11:21:27.518526000,set(),set(),set()
2113,Everton fans troll Liverpool Tottenham Champions League prediction song,78 days 11:21:19.518526000,{Hotspur},"{Liverpool, Tottenham, Everton, Liverpool, Tottenham, Champions, League, Champions, League}",set()
2114,Champions League finalists Tottenham blow chance finish stalemate Everton,78 days 11:20:31.518526000,"{Everton, Tottenham, Everton}","{Spurs, Champions, Tottenham, League, League, Champions}",set()
2115,Inside Spurs Liverpool dressing rooms Champions League final home team Tottenham given away facilities,78 days 11:20:23.518526000,set(),"{Tottenham, Spurs, Champions, Final, Liverpool, League, Tottenham, Liverpool, League, Tottenham, Champions, League, Liverpool, Champions}",set()
2116,secretary general kicks major climate change effort New Zealand visit,78 days 11:18:53.518526000,set(),set(),"{New, New, Zealand, Zealand}"
2117,chief meets survivors New Zealand mosque shootings decries online hate,78 days 11:18:14.518526000,set(),set(),"{Zealand, New, Zealand, New}"
2118,Constance Wu pass project thanks Fresh Boat renewal,78 days 11:18:13.518526000,"{Constance, Wu, Boat, Fresh, Boat, Constance, Wu, Fresh}",set(),set()
2119,Google wants company helps things important catch need know,78 days 11:17:07.518526000,"{Google, Google}",set(),set()
2120,advertisers responding Google party cookie crackdown,78 days 11:16:58.518526000,"{Google, Google}",set(),set()
2121,Google given free ads deceptive anti abortion group,78 days 11:16:24.518526000,"{Google, Google}",set(),set()
2122,trends saw Google O,78 days 11:16:15.518526000,"{Google, Google}",set(),set()
2123,Ride Silence pay tribute Wednesday cyclists killed accidents,78 days 11:15:40.518526000,set(),set(),set()
2124,News pictures Monday,78 days 11:15:09.518526000,set(),set(),set()
2125,Markets Live Tuesday,78 days 11:15:07.518526000,set(),set(),set()
2126,Daily horoscope Monday,78 days 11:15:05.518526000,set(),set(),set()
2127,Racing Round stop shop Monday racing news,78 days 11:14:57.518526000,set(),set(),set()
2128,Ottawa teen accused killing mom gets bail,78 days 11:14:32.518526000,set(),set(),"{Ottawa, Ottawa}"
2129,Ottawa man charged multiple sexual offences involving young girls,78 days 11:14:23.518526000,set(),set(),"{Ottawa, Ottawa}"
2130,Chris Packham festival appearance cancelled death threats,78 days 11:13:51.518526000,"{Packham, Chris, Packham, Chris}",set(),set()
2131,BAFTA TV Awards Live arrivals stars hit red carpet,78 days 11:13:17.518526000,set(),"{LIVE, BAFTA, TV, Awards, Bafta, TV, Live, Awards}",set()
2132,Premier League LIVE Man City course title lead Brighton,78 days 11:12:54.518526000,set(),set(),"{Brighton, Brighton}"
2133,Pope charity tsar broke police lines restore building electricity,78 days 11:12:39.518526000,set(),set(),set()
2134,Flying Lotus Drops Sci Fi Animé Video Featuring Anderson,78 days 11:12:22.518526000,"{Anderson, Anderson}",set(),set()
2135,Yemen inches peace Houthi forces pull key ports,78 days 11:11:59.518526000,"{Houthi, Houthi}",set(),set()
2136,MeToo activists cry foul internal panel clears India judge,78 days 11:10:58.518526000,set(),set(),"{India, India}"
2137,Centrica warns profits customers desert British Gas,78 days 11:10:28.518526000,set(),set(),set()
2138,Freddie Starr family blown away funeral director offers repatriate body hold ceremony free avoid pauper grave,78 days 11:10:26.518526000,set(),"{Freddie, Starr, Freddie, Starr, Freddie, Starr}",set()
2139,Freddie Starr buried mum ending fears end pauper grave,78 days 11:09:58.518526000,"{Freddie, Starr, Starr, Freddie}",set(),set()
2140,Church attack Burkina Faso kills,78 days 11:08:58.518526000,"{Faso, Faso, Burkina}",set(),"{Faso, Burkina, Faso, Faso}"
2141,Look daddy P Crystal Palace team doctor reveals racially abused year old outside Selhurst Park,78 days 11:08:29.518526000,set(),set(),set()
2142,Crystal Palace club doctor family racially abused child near Selhurst Park,78 days 11:08:11.518526000,set(),set(),set()
2143,Wolves fan TROLL Liverpool making lies Man City game title battle,78 days 11:07:58.518526000,"{Zinchenko, City, Man, City, Man}",set(),set()
2144,sweeps Duterte Cup elimination round,78 days 11:07:20.518526000,"{Carabao, Cup}",set(),set()
2145,Hamilton Reigns Spain,78 days 11:07:16.518526000,"{Hamilton, Hamilton}",set(),"{Spain, Spain}"
2146,Paul Pogba HEATED argument Man Utd fans Cardiff shocker,78 days 11:06:56.518526000,"{Paul, Pogba, Pogba, SAVAGE, Paul, Utd}",{Cardiff},{Cardiff}
2147,Metro Bank quashes false rumours financial instability,78 days 11:06:19.518526000,set(),"{Metro, Bank, Metro, Bank, Metro, Bank}",set()
2148,Metro Bank customers rush withdraw cash panic brand future,78 days 11:05:38.518526000,set(),"{Bank, Bank, Metro, Bank, Metro, Metro}",set()
2149,Metro Bank shares continue slide,78 days 11:05:26.518526000,set(),"{Bank, Metro, Bank, Metro}",set()
2150,European election candidates consider steps EU media policy,78 days 11:05:22.518526000,set(),"{EU, EU, Brexit, European}",set()
2151,Domestic helpers tackle Hong Kong beach plastic pollution extreme clean challenge,78 days 11:05:21.518526000,set(),set(),"{Hong, Kong, Hong, Kong}"
2152,totally unique unforgettable party ideas Hong Kong,78 days 11:04:58.518526000,set(),set(),"{Hong, Kong, Hong, Kong}"
2153,Hong Kong pig imports suspended swine fever case traders want cull,78 days 11:04:40.518526000,set(),set(),"{Kong, Hong, Hong, Kong}"
2154,Officials reveal unprecedented protect Hong Kong buildings,78 days 11:04:21.518526000,set(),set(),"{Hong, Kong, Hong, Kong, Hong, Kong}"
2155,huge selling pressure coming Hong Kong equity market,78 days 11:03:05.518526000,set(),set(),"{Hong, Hong, Kong, Kong}"
2156,Venice Biennale highlights pictures,78 days 11:02:59.518526000,set(),set(),{Venice}
2157,Heavy rain South leaves trapped afloat,78 days 11:02:55.518526000,set(),set(),set()
2158,Pep Guardiola satisfied despite winning Premier League title Manchester City,78 days 11:02:52.518526000,"{League, Pep, Guardiola}","{Man, Premier, Manchester, City, Guardiola, Liverpool, Pep, Liverpool, Guardiola, Brighton, City, League, Manchester, League, League, Pep, League, City}","{Manchester, City}"
2159,Pep Guardiola Man City greatest Premier League history,78 days 11:02:49.518526000,"{Guardiola, Pep, Guardiola}",set(),"{City, Man, City, Man}"
2160,long Pep City wo win Paul Ince insists Liverpool win Premier League Guardiola charge rivals,78 days 11:02:33.518526000,"{Ince, Paul, Guardiola}","{Pep, City, City, Manchester, Guardiola, Pep, League, Premier}",{Liverpool}
2161,Slide linking streets Spain closes day following injuries,78 days 11:02:20.518526000,set(),set(),"{Spain, Spain}"
2162,Premier League scorers Mohamed Salah Sadio Mane Pierre Emerick Aubameyang WIN Golden Boot,78 days 11:01:45.518526000,"{Emerick, Pierre, Aubameyang, Emerick, Pierre, Sadio, Emerick, Mane, Pierre, Sadio, Mane, Salah, Aubameyang, Mohamed}","{Burnley, Mane, Sadio, Arsenal}",set()
2163,Boeing crash payouts partly based long passengers knew doomed,78 days 11:01:36.518526000,set(),"{Boeing, Boeing}",set()
2164,tariff war threatens Beijing global economic ambitions,78 days 11:01:34.518526000,set(),set(),"{Beijing, Beijing}"
2165,Relegated Cardiff City defeat sloppy Manchester United,78 days 11:00:58.518526000,set(),"{Manchester, Cardiff, United, United, Manchester, City}","{Manchester, City, Cardiff}"
2166,Trump China trade stance political risks seeks election,78 days 11:00:58.518526000,"{China, Trump}",{Trump},{China}
2167,Trump new tariffs China centre election bid,78 days 11:00:54.518526000,"{China, Trump}",{Trump},{China}
2168,Trump says China hurt badly trade deal,78 days 11:00:40.518526000,"{Trump, Trump, China}",{Trump},"{China, China, China, China, China}"
2169,Trump love China trade war markets feels differently,78 days 10:59:25.518526000,"{Trump, China}",{Trump},{China}
2170,Trump warns China hurt badly deal,78 days 10:59:15.518526000,{Trump},set(),"{China, China}"
2171,Trump says farmers aid amid China trade war,78 days 10:58:41.518526000,"{Trump, China}",{Trump},"{China, China}"
2172,Liverpool boss Jurgen Klopp totally baffled wins Golden Boot told Arsenal striker Aubameyang scores twice Burnley,78 days 10:57:58.518526000,set(),"{Arsenal, Burnley, LIVE}",set()
2173,Liverpool legend names transfer Jurgen Klopp summer,78 days 10:57:43.518526000,"{Liverpool, Klopp, Jurgen, Jurgen}",set(),set()
2174,Man Utd face daunting task recover glories dismal campaign,78 days 10:57:34.518526000,"{Utd, Utd}",set(),set()
2175,Chelsea squad fans respect Eden Hazard decision join Real Madrid says Cesar Azpilicueta,78 days 10:57:14.518526000,"{Cesar, Azpilicueta, Azpilicueta, Cesar, Chelsea, Chelsea}",set(),set()
2176,Mother Day minefield tricky juggling act young dads,78 days 10:56:58.518526000,set(),set(),set()
2177,Shorten press higher wages day wins power,78 days 10:56:58.518526000,"{Varcoe, Time}",set(),set()
2178,Town cleanup day approaching,78 days 10:56:58.518526000,set(),set(),set()
2179,Uber shares continue sliding day trading,78 days 10:56:58.518526000,set(),set(),set()
2180,Ontario cutting M provincial police budget,78 days 10:56:58.518526000,set(),set(),"{Ontario, Ontario}"
2181,Manchester United star Paul Pogba launches new iconic adidas Predator boots set,78 days 10:56:58.518526000,"{United, Manchester, Paul, Pogba, Pogba, Paul}","{United, Manchester, Frenchman}",set()
2182,Manchester City player ratings title winners stack,78 days 10:56:58.518526000,"{Manchester, Manchester}",set(),set()
2183,world dissects South Africa latest electoral foray entirely accurately,78 days 10:56:58.518526000,set(),set(),"{South, South, Africa, Africa}"
2184,South Africa reform agenda hangs balance,78 days 10:56:54.518526000,set(),set(),"{Africa, South, Africa, South}"
2185,Public holidays South Africa,78 days 10:56:45.518526000,set(),set(),"{Africa, South, Africa, South}"
2186,South Africa president reiterates corruption clean poll win,78 days 10:56:44.518526000,set(),set(),"{South, Africa, South, Africa}"
2187,Support new Brexit Party surges amid voter backlash,78 days 10:56:42.518526000,set(),"{Party, Brexit, Party, PHVote}",set()
2188,Pep Guardiola reaches zenith relentless pursuit perfection,78 days 10:56:01.518526000,"{Pep, Guardiola, Guardiola, Pep}",set(),set()
2189,Pep Guardiola toughest league title win career,78 days 10:55:53.518526000,"{Guardiola, Pep, Pep, Guardiola}",set(),set()
2190,E scooters bring broken bones Paris,78 days 10:55:46.518526000,set(),set(),"{Paris, Paris}"
2191,Ant Dec reunited BAFTA TV Awards red carpet nice,78 days 10:55:46.518526000,set(),"{Awards, BAFTA, TV}",set()
